SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN
3067E69020456129;Forest Road;29/05/2014 14:00;1.934;0.726
3067E69020456129;Forest Road;29/05/2014 15:00;1.971;0.849
3067E69020456129;Forest Road;29/05/2014 16:00;1.475;0.841
3067E69020456129;Forest Road;29/05/2014 17:00;0.746;0.115
3067E69020456129;Forest Road;29/05/2014 18:00;0.250;0.150
3067E69020456129;Forest Road;29/05/2014 19:00;0.318;0.082
3067E69020456129;Forest Road;29/05/2014 20:00;0.062;0.003
3067E69020456129;Forest Road;29/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 06:00;0.031;0.002
3067E69020456129;Forest Road;30/05/2014 07:00;0.119;0.038
3067E69020456129;Forest Road;30/05/2014 08:00;0.241;0.087
3067E69020456129;Forest Road;30/05/2014 09:00;0.846;0.392
3067E69020456129;Forest Road;30/05/2014 10:00;2.625;0.737
3067E69020456129;Forest Road;30/05/2014 11:00;2.504;1.838
3067E69020456129;Forest Road;30/05/2014 12:00;2.657;2.215
3067E69020456129;Forest Road;30/05/2014 13:00;2.885;2.042
3067E69020456129;Forest Road;30/05/2014 14:00;2.574;1.081
3067E69020456129;Forest Road;30/05/2014 15:00;2.536;1.656
3067E69020456129;Forest Road;30/05/2014 16:00;2.042;1.165
3067E69020456129;Forest Road;30/05/2014 17:00;1.790;0.560
3067E69020456129;Forest Road;30/05/2014 18:00;0.788;0.408
3067E69020456129;Forest Road;30/05/2014 19:00;0.353;0.152
3067E69020456129;Forest Road;30/05/2014 20:00;0.115;0.003
3067E69020456129;Forest Road;30/05/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;30/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;30/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 05:00;0.058;0.002
3067E69020456129;Forest Road;31/05/2014 06:00;0.099;0.068
3067E69020456129;Forest Road;31/05/2014 07:00;0.440;0.110
3067E69020456129;Forest Road;31/05/2014 08:00;1.088;0.550
3067E69020456129;Forest Road;31/05/2014 09:00;1.480;1.170
3067E69020456129;Forest Road;31/05/2014 10:00;1.996;1.057
3067E69020456129;Forest Road;31/05/2014 11:00;2.653;1.660
3067E69020456129;Forest Road;31/05/2014 12:00;1.999;0.827
3067E69020456129;Forest Road;31/05/2014 13:00;1.634;1.118
3067E69020456129;Forest Road;31/05/2014 14:00;1.256;0.672
3067E69020456129;Forest Road;31/05/2014 15:00;2.152;0.668
3067E69020456129;Forest Road;31/05/2014 16:00;1.054;0.494
3067E69020456129;Forest Road;31/05/2014 17:00;0.604;0.420
3067E69020456129;Forest Road;31/05/2014 18:00;0.412;0.237
3067E69020456129;Forest Road;31/05/2014 19:00;0.202;0.029
3067E69020456129;Forest Road;31/05/2014 20:00;0.045;0.003
3067E69020456129;Forest Road;31/05/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;31/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;31/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 05:00;0.049;0.002
3067E69020456129;Forest Road;01/06/2014 06:00;0.163;0.060
3067E69020456129;Forest Road;01/06/2014 07:00;0.489;0.179
3067E69020456129;Forest Road;01/06/2014 08:00;1.077;0.574
3067E69020456129;Forest Road;01/06/2014 09:00;1.577;0.935
3067E69020456129;Forest Road;01/06/2014 10:00;2.029;1.659
3067E69020456129;Forest Road;01/06/2014 11:00;2.413;1.294
3067E69020456129;Forest Road;01/06/2014 12:00;2.691;1.254
3067E69020456129;Forest Road;01/06/2014 13:00;2.590;0.632
3067E69020456129;Forest Road;01/06/2014 14:00;2.863;1.046
3067E69020456129;Forest Road;01/06/2014 15:00;2.373;1.209
3067E69020456129;Forest Road;01/06/2014 16:00;1.913;0.736
3067E69020456129;Forest Road;01/06/2014 17:00;1.686;1.232
3067E69020456129;Forest Road;01/06/2014 18:00;1.123;0.543
3067E69020456129;Forest Road;01/06/2014 19:00;0.417;0.091
3067E69020456129;Forest Road;01/06/2014 20:00;0.067;0.003
3067E69020456129;Forest Road;01/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;01/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;01/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 05:00;0.070;0.002
3067E69020456129;Forest Road;02/06/2014 06:00;0.282;0.104
3067E69020456129;Forest Road;02/06/2014 07:00;0.538;0.351
3067E69020456129;Forest Road;02/06/2014 08:00;0.508;0.343
3067E69020456129;Forest Road;02/06/2014 09:00;0.898;0.323
3067E69020456129;Forest Road;02/06/2014 10:00;0.864;0.159
3067E69020456129;Forest Road;02/06/2014 11:00;0.782;0.382
3067E69020456129;Forest Road;02/06/2014 12:00;0.692;0.410
3067E69020456129;Forest Road;02/06/2014 13:00;0.976;0.482
3067E69020456129;Forest Road;02/06/2014 14:00;0.723;0.254
3067E69020456129;Forest Road;02/06/2014 15:00;0.472;0.281
3067E69020456129;Forest Road;02/06/2014 16:00;0.256;0.164
3067E69020456129;Forest Road;02/06/2014 17:00;0.325;0.191
3067E69020456129;Forest Road;02/06/2014 18:00;0.370;0.305
3067E69020456129;Forest Road;02/06/2014 19:00;0.314;0.041
3067E69020456129;Forest Road;02/06/2014 20:00;0.003;0.003
3067E69020456129;Forest Road;02/06/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;02/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 05:00;0.117;0.003
3067E69020456129;Forest Road;03/06/2014 06:00;0.196;0.175
3067E69020456129;Forest Road;03/06/2014 07:00;0.499;0.237
3067E69020456129;Forest Road;03/06/2014 08:00;0.405;0.141
3067E69020456129;Forest Road;03/06/2014 09:00;0.670;0.282
3067E69020456129;Forest Road;03/06/2014 10:00;0.743;0.470
3067E69020456129;Forest Road;03/06/2014 11:00;0.829;0.104
3067E69020456129;Forest Road;03/06/2014 12:00;1.674;0.788
3067E69020456129;Forest Road;03/06/2014 13:00;1.062;0.544
3067E69020456129;Forest Road;03/06/2014 14:00;0.991;0.385
3067E69020456129;Forest Road;03/06/2014 15:00;2.355;1.157
3067E69020456129;Forest Road;03/06/2014 16:00;2.173;1.828
3067E69020456129;Forest Road;03/06/2014 17:00;1.297;1.011
3067E69020456129;Forest Road;03/06/2014 18:00;0.807;0.105
3067E69020456129;Forest Road;03/06/2014 19:00;0.132;0.087
3067E69020456129;Forest Road;03/06/2014 20:00;0.069;0.003
3067E69020456129;Forest Road;03/06/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;03/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 05:00;0.003;0.002
3067E69020456129;Forest Road;04/06/2014 06:00;0.104;0.003
3067E69020456129;Forest Road;04/06/2014 07:00;0.310;0.148
3067E69020456129;Forest Road;04/06/2014 08:00;0.648;0.317
3067E69020456129;Forest Road;04/06/2014 09:00;0.772;0.501
3067E69020456129;Forest Road;04/06/2014 10:00;1.260;0.503
3067E69020456129;Forest Road;04/06/2014 11:00;1.251;0.656
3067E69020456129;Forest Road;04/06/2014 12:00;1.096;0.630
3067E69020456129;Forest Road;04/06/2014 13:00;1.608;0.902
3067E69020456129;Forest Road;04/06/2014 14:00;2.323;0.315
3067E69020456129;Forest Road;04/06/2014 15:00;0.869;0.364
3067E69020456129;Forest Road;04/06/2014 16:00;0.713;0.248
3067E69020456129;Forest Road;04/06/2014 17:00;0.625;0.142
3067E69020456129;Forest Road;04/06/2014 18:00;0.623;0.141
3067E69020456129;Forest Road;04/06/2014 19:00;0.574;0.182
3067E69020456129;Forest Road;04/06/2014 20:00;0.148;0.003
3067E69020456129;Forest Road;04/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;04/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;04/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 06:00;0.213;0.021
3067E69020456129;Forest Road;05/06/2014 07:00;0.469;0.178
3067E69020456129;Forest Road;05/06/2014 08:00;1.001;0.570
3067E69020456129;Forest Road;05/06/2014 09:00;1.455;0.993
3067E69020456129;Forest Road;05/06/2014 10:00;2.188;1.479
3067E69020456129;Forest Road;05/06/2014 11:00;2.216;1.626
3067E69020456129;Forest Road;05/06/2014 12:00;2.414;0.938
3067E69020456129;Forest Road;05/06/2014 13:00;2.428;0.794
3067E69020456129;Forest Road;05/06/2014 14:00;2.791;1.978
3067E69020456129;Forest Road;05/06/2014 15:00;2.661;1.475
3067E69020456129;Forest Road;05/06/2014 16:00;2.476;1.540
3067E69020456129;Forest Road;05/06/2014 17:00;1.884;0.460
3067E69020456129;Forest Road;05/06/2014 18:00;1.172;0.619
3067E69020456129;Forest Road;05/06/2014 19:00;0.444;0.210
3067E69020456129;Forest Road;05/06/2014 20:00;0.200;0.003
3067E69020456129;Forest Road;05/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;05/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;05/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 05:00;0.056;0.002
3067E69020456129;Forest Road;06/06/2014 06:00;0.090;0.065
3067E69020456129;Forest Road;06/06/2014 07:00;0.416;0.099
3067E69020456129;Forest Road;06/06/2014 08:00;1.119;0.527
3067E69020456129;Forest Road;06/06/2014 09:00;1.562;1.035
3067E69020456129;Forest Road;06/06/2014 10:00;1.962;1.590
3067E69020456129;Forest Road;06/06/2014 11:00;2.292;1.990
3067E69020456129;Forest Road;06/06/2014 12:00;2.604;1.962
3067E69020456129;Forest Road;06/06/2014 13:00;2.637;2.509
3067E69020456129;Forest Road;06/06/2014 14:00;2.565;2.385
3067E69020456129;Forest Road;06/06/2014 15:00;2.514;2.061
3067E69020456129;Forest Road;06/06/2014 16:00;2.116;1.817
3067E69020456129;Forest Road;06/06/2014 17:00;1.715;1.267
3067E69020456129;Forest Road;06/06/2014 18:00;1.120;0.584
3067E69020456129;Forest Road;06/06/2014 19:00;0.362;0.183
3067E69020456129;Forest Road;06/06/2014 20:00;0.162;0.011
3067E69020456129;Forest Road;06/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;06/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;06/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 05:00;0.034;0.002
3067E69020456129;Forest Road;07/06/2014 06:00;0.184;0.078
3067E69020456129;Forest Road;07/06/2014 07:00;0.512;0.159
3067E69020456129;Forest Road;07/06/2014 08:00;0.431;0.167
3067E69020456129;Forest Road;07/06/2014 09:00;1.366;0.337
3067E69020456129;Forest Road;07/06/2014 10:00;1.845;0.298
3067E69020456129;Forest Road;07/06/2014 11:00;1.166;0.003
3067E69020456129;Forest Road;07/06/2014 12:00;1.913;0.973
3067E69020456129;Forest Road;07/06/2014 13:00;2.701;1.781
3067E69020456129;Forest Road;07/06/2014 14:00;2.559;1.229
3067E69020456129;Forest Road;07/06/2014 15:00;1.668;0.776
3067E69020456129;Forest Road;07/06/2014 16:00;1.846;1.140
3067E69020456129;Forest Road;07/06/2014 17:00;1.379;0.721
3067E69020456129;Forest Road;07/06/2014 18:00;1.257;0.510
3067E69020456129;Forest Road;07/06/2014 19:00;0.454;0.129
3067E69020456129;Forest Road;07/06/2014 20:00;0.087;0.003
3067E69020456129;Forest Road;07/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;07/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;07/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 05:00;0.099;0.003
3067E69020456129;Forest Road;08/06/2014 06:00;0.160;0.105
3067E69020456129;Forest Road;08/06/2014 07:00;0.410;0.097
3067E69020456129;Forest Road;08/06/2014 08:00;1.046;0.512
3067E69020456129;Forest Road;08/06/2014 09:00;1.510;1.108
3067E69020456129;Forest Road;08/06/2014 10:00;1.993;1.596
3067E69020456129;Forest Road;08/06/2014 11:00;2.331;2.047
3067E69020456129;Forest Road;08/06/2014 12:00;2.566;2.371
3067E69020456129;Forest Road;08/06/2014 13:00;2.597;1.740
3067E69020456129;Forest Road;08/06/2014 14:00;2.522;2.446
3067E69020456129;Forest Road;08/06/2014 15:00;2.490;2.018
3067E69020456129;Forest Road;08/06/2014 16:00;2.016;1.039
3067E69020456129;Forest Road;08/06/2014 17:00;1.800;0.538
3067E69020456129;Forest Road;08/06/2014 18:00;0.590;0.457
3067E69020456129;Forest Road;08/06/2014 19:00;0.379;0.169
3067E69020456129;Forest Road;08/06/2014 20:00;0.104;0.007
3067E69020456129;Forest Road;08/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;08/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;08/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 05:00;0.008;0.002
3067E69020456129;Forest Road;09/06/2014 06:00;0.210;0.052
3067E69020456129;Forest Road;09/06/2014 07:00;0.443;0.232
3067E69020456129;Forest Road;09/06/2014 08:00;0.610;0.487
3067E69020456129;Forest Road;09/06/2014 09:00;0.879;0.630
3067E69020456129;Forest Road;09/06/2014 10:00;0.703;0.574
3067E69020456129;Forest Road;09/06/2014 11:00;2.054;0.657
3067E69020456129;Forest Road;09/06/2014 12:00;2.255;1.105
3067E69020456129;Forest Road;09/06/2014 13:00;1.768;1.151
3067E69020456129;Forest Road;09/06/2014 14:00;2.453;1.752
3067E69020456129;Forest Road;09/06/2014 15:00;2.257;1.490
3067E69020456129;Forest Road;09/06/2014 16:00;1.895;0.482
3067E69020456129;Forest Road;09/06/2014 17:00;0.819;0.422
3067E69020456129;Forest Road;09/06/2014 18:00;1.299;0.379
3067E69020456129;Forest Road;09/06/2014 19:00;0.171;0.053
3067E69020456129;Forest Road;09/06/2014 20:00;0.075;0.010
3067E69020456129;Forest Road;09/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;09/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;09/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 05:00;0.005;0.002
3067E69020456129;Forest Road;10/06/2014 06:00;0.131;0.048
3067E69020456129;Forest Road;10/06/2014 07:00;0.406;0.133
3067E69020456129;Forest Road;10/06/2014 08:00;0.967;0.513
3067E69020456129;Forest Road;10/06/2014 09:00;1.337;0.830
3067E69020456129;Forest Road;10/06/2014 10:00;1.114;0.830
3067E69020456129;Forest Road;10/06/2014 11:00;2.313;1.012
3067E69020456129;Forest Road;10/06/2014 12:00;2.535;1.920
3067E69020456129;Forest Road;10/06/2014 13:00;2.789;1.408
3067E69020456129;Forest Road;10/06/2014 14:00;2.774;2.065
3067E69020456129;Forest Road;10/06/2014 15:00;2.569;1.801
3067E69020456129;Forest Road;10/06/2014 16:00;2.223;1.067
3067E69020456129;Forest Road;10/06/2014 17:00;1.831;1.366
3067E69020456129;Forest Road;10/06/2014 18:00;1.273;0.613
3067E69020456129;Forest Road;10/06/2014 19:00;0.462;0.150
3067E69020456129;Forest Road;10/06/2014 20:00;0.097;0.008
3067E69020456129;Forest Road;10/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;10/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;10/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 05:00;0.060;0.003
3067E69020456129;Forest Road;11/06/2014 06:00;0.099;0.069
3067E69020456129;Forest Road;11/06/2014 07:00;0.431;0.108
3067E69020456129;Forest Road;11/06/2014 08:00;1.052;0.528
3067E69020456129;Forest Road;11/06/2014 09:00;1.426;1.011
3067E69020456129;Forest Road;11/06/2014 10:00;2.110;0.929
3067E69020456129;Forest Road;11/06/2014 11:00;2.335;1.395
3067E69020456129;Forest Road;11/06/2014 12:00;2.786;1.225
3067E69020456129;Forest Road;11/06/2014 13:00;2.737;1.498
3067E69020456129;Forest Road;11/06/2014 14:00;2.439;0.997
3067E69020456129;Forest Road;11/06/2014 15:00;2.530;0.617
3067E69020456129;Forest Road;11/06/2014 16:00;0.998;0.702
3067E69020456129;Forest Road;11/06/2014 17:00;1.298;0.612
3067E69020456129;Forest Road;11/06/2014 18:00;0.792;0.420
3067E69020456129;Forest Road;11/06/2014 19:00;0.309;0.144
3067E69020456129;Forest Road;11/06/2014 20:00;0.120;0.019
3067E69020456129;Forest Road;11/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;11/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;11/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 05:00;0.063;0.003
3067E69020456129;Forest Road;12/06/2014 06:00;0.108;0.071
3067E69020456129;Forest Road;12/06/2014 07:00;0.408;0.136
3067E69020456129;Forest Road;12/06/2014 08:00;1.074;0.531
3067E69020456129;Forest Road;12/06/2014 09:00;1.430;1.083
3067E69020456129;Forest Road;12/06/2014 10:00;2.079;0.589
3067E69020456129;Forest Road;12/06/2014 11:00;2.425;0.807
3067E69020456129;Forest Road;12/06/2014 12:00;2.534;0.667
3067E69020456129;Forest Road;12/06/2014 13:00;2.676;0.657
3067E69020456129;Forest Road;12/06/2014 14:00;2.390;1.030
3067E69020456129;Forest Road;12/06/2014 15:00;2.613;1.101
3067E69020456129;Forest Road;12/06/2014 16:00;2.235;1.035
3067E69020456129;Forest Road;12/06/2014 17:00;1.818;0.831
3067E69020456129;Forest Road;12/06/2014 18:00;1.171;0.257
3067E69020456129;Forest Road;12/06/2014 19:00;0.455;0.171
3067E69020456129;Forest Road;12/06/2014 20:00;0.110;0.005
3067E69020456129;Forest Road;12/06/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;12/06/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;12/06/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;13/06/2014 05:00;0.097;0.002
3067E69020456129;Forest Road;13/06/2014 06:00;0.187;0.129
